,IOC,Breeding Range,Order,Family,Norwegian
9393,Spermestes bicolor,AF,PASSERIFORMES,Estrildidae,svartryggmannikin
9394,Lepidopygia nana,AF,PASSERIFORMES,Estrildidae,gassermannikin
9395,Euodice cantans,AF,PASSERIFORMES,Estrildidae,savannesølvnebb
9396,Euodice malabarica,OR,PASSERIFORMES,Estrildidae,indiasølvnebb
9397,Padda oryzivora,OR,PASSERIFORMES,Estrildidae,javarisfugl
9398,Padda fuscata,AU,PASSERIFORMES,Estrildidae,timorrisfugl
9399,Mayrimunia tristissima,AU,PASSERIFORMES,Estrildidae,sørgenonne
9400,Mayrimunia leucosticta,AU,PASSERIFORMES,Estrildidae,perlenonne
9401,Lonchura punctulata,"OR, AU",PASSERIFORMES,Estrildidae,muskatnonne
9402,Lonchura kelaarti,OR,PASSERIFORMES,Estrildidae,masurnonne
9403,Lonchura molucca,AU,PASSERIFORMES,Estrildidae,molukknonne
9404,Lonchura striata,OR,PASSERIFORMES,Estrildidae,hvitgumpnonne
9405,Lonchura fuscans,OR,PASSERIFORMES,Estrildidae,kullnonne
9406,Lonchura leucogastra,OR,PASSERIFORMES,Estrildidae,hvitbuknonne
9407,Lonchura leucogastroides,OR,PASSERIFORMES,Estrildidae,javanonne
9408,Lonchura malacca,OR,PASSERIFORMES,Estrildidae,svarthodenonne
9409,Lonchura atricapilla,"OR, AU",PASSERIFORMES,Estrildidae,kastanjenonne
9410,Lonchura ferruginosa,OR,PASSERIFORMES,Estrildidae,smekkenonne
9411,Lonchura maja,OR,PASSERIFORMES,Estrildidae,hvithodenonne
9412,Lonchura pallida,AU,PASSERIFORMES,Estrildidae,bleknonne
9413,Lonchura grandis,AU,PASSERIFORMES,Estrildidae,stornebbnonne
9414,Lonchura teerinki,AU,PASSERIFORMES,Estrildidae,svartbrystnonne
9415,Lonchura montana,AU,PASSERIFORMES,Estrildidae,fjellnonne
9416,Lonchura monticola,AU,PASSERIFORMES,Estrildidae,bergnonne
9417,Lonchura vana,AU,PASSERIFORMES,Estrildidae,gråbeltenonne
9418,Lonchura nevermanni,AU,PASSERIFORMES,Estrildidae,svartstrupenonne
9419,Lonchura caniceps,AU,PASSERIFORMES,Estrildidae,gråhodenonne
9420,Lonchura spectabilis,AU,PASSERIFORMES,Estrildidae,hettenonne
9421,Lonchura forbesi,AU,PASSERIFORMES,Estrildidae,kanelnonne
9422,Lonchura hunsteini,AU,PASSERIFORMES,Estrildidae,ildhalenonne
9423,Lonchura nigerrima,AU,PASSERIFORMES,Estrildidae,sotnonne
9424,Lonchura flaviprymna,AU,PASSERIFORMES,Estrildidae,gyllennonne
9425,Lonchura quinticolor,AU,PASSERIFORMES,Estrildidae,brunhodenonne
9426,Lonchura castaneothorax,AU,PASSERIFORMES,Estrildidae,sivnonne
9427,Lonchura stygia,AU,PASSERIFORMES,Estrildidae,satengnonne
9428,Lonchura melaena,AU,PASSERIFORMES,Estrildidae,tykknebbnonne
9429,Chloebia gouldiae,AU,PASSERIFORMES,Estrildidae,gouldamadin
9430,Erythrura prasina,OR,PASSERIFORMES,Estrildidae,nålhaleamadin
9431,Erythrura viridifacies,OR,PASSERIFORMES,Estrildidae,grønnamadin
9432,Erythrura hyperythra,"OR, AU",PASSERIFORMES,Estrildidae,grønnhaleamadin
9433,Erythrura psittacea,AU,PASSERIFORMES,Estrildidae,papegøyeamadin
9434,Erythrura pealii,PO,PASSERIFORMES,Estrildidae,fijiamadin
9435,Erythrura regia,PO,PASSERIFORMES,Estrildidae,kongeamadin
9436,Erythrura cyaneovirens,PO,PASSERIFORMES,Estrildidae,rødhetteamadin
9437,Erythrura kleinschmidti,PO,PASSERIFORMES,Estrildidae,rosennebbamadin
9438,Erythrura tricolor,AU,PASSERIFORMES,Estrildidae,timoramadin
9439,Erythrura coloria,OR,PASSERIFORMES,Estrildidae,rødøreamadin
9440,Erythrura papuana,AU,PASSERIFORMES,Estrildidae,papuaamadin
9441,Erythrura trichroa,AU,PASSERIFORMES,Estrildidae,trefargeamadin
9442,Nesocharis shelleyi,AF,PASSERIFORMES,Estrildidae,svarthodeastrild
9443,Nesocharis ansorgei,AF,PASSERIFORMES,Estrildidae,halsbåndastrild
9444,Coccopygia quartinia,AF,PASSERIFORMES,Estrildidae,gulbukastrild
9445,Coccopygia bocagei,AF,PASSERIFORMES,Estrildidae,angolaastrild
9446,Coccopygia melanotis,AF,PASSERIFORMES,Estrildidae,krattastrild
9447,Mandingoa nitidula,AF,PASSERIFORMES,Estrildidae,grønnastrild
9448,Cryptospiza shelleyi,AF,PASSERIFORMES,Estrildidae,edelastrild
9449,Cryptospiza jacksoni,AF,PASSERIFORMES,Estrildidae,blodflekkastrild
9450,Cryptospiza salvadorii,AF,PASSERIFORMES,Estrildidae,bergastrild
9451,Cryptospiza reichenovii,AF,PASSERIFORMES,Estrildidae,brilleastrild
9452,Parmoptila rubrifrons,AF,PASSERIFORMES,Estrildidae,rødpanneastrild
9453,Parmoptila woodhousei,AF,PASSERIFORMES,Estrildidae,rustmaskeastrild
9454,Parmoptila jamesoni,AF,PASSERIFORMES,Estrildidae,rødbrystastrild
9455,Nigrita fusconotus,AF,PASSERIFORMES,Estrildidae,hvitbrystastrild
9456,Nigrita bicolor,AF,PASSERIFORMES,Estrildidae,kastanjeastrild
9457,Nigrita canicapillus,AF,PASSERIFORMES,Estrildidae,gråkappeastrild
9458,Nigrita luteifrons,AF,PASSERIFORMES,Estrildidae,gulpanneastrild
9459,Delacourella capistrata,AF,PASSERIFORMES,Estrildidae,meiseastrild
9460,Brunhilda charmosyna,AF,PASSERIFORMES,Estrildidae,savanneastrild
9461,Brunhilda erythronotos,AF,PASSERIFORMES,Estrildidae,alveastrild
9462,Glaucestrilda caerulescens,AF,PASSERIFORMES,Estrildidae,rødhaleastrild
9463,Glaucestrilda perreini,AF,PASSERIFORMES,Estrildidae,svarthaleastrild
9464,Glaucestrilda thomensis,AF,PASSERIFORMES,Estrildidae,askepottastrild
9465,Estrilda nonnula,AF,PASSERIFORMES,Estrildidae,nonneastrild
9466,Estrilda atricapilla,AF,PASSERIFORMES,Estrildidae,svarthetteastrild
9467,Estrilda kandti,AF,PASSERIFORMES,Estrildidae,hvitkinnastrild
9468,Estrilda melpoda,AF,PASSERIFORMES,Estrildidae,oransjekinnastrild
9469,Estrilda poliopareia,AF,PASSERIFORMES,Estrildidae,stråastrild
9470,Estrilda paludicola,AF,PASSERIFORMES,Estrildidae,sumpastrild
9471,Estrilda astrild,AF,PASSERIFORMES,Estrildidae,vatreastrild
9472,Estrilda nigriloris,AF,PASSERIFORMES,Estrildidae,lualabaastrild
9473,Estrilda troglodytes,AF,PASSERIFORMES,Estrildidae,gråastrild
9474,Estrilda rhodopyga,AF,PASSERIFORMES,Estrildidae,rødgumpastrild
9475,Estrilda rufibarba,PAL,PASSERIFORMES,Estrildidae,jemenastrild
9476,Ortygospiza atricollis,AF,PASSERIFORMES,Estrildidae,vaktelastrild
9477,Paludipasser locustella,AF,PASSERIFORMES,Estrildidae,gresshoppeastrild
9478,Amadina fasciata,AF,PASSERIFORMES,Estrildidae,blodstrupeamadin
9479,Amadina erythrocephala,AF,PASSERIFORMES,Estrildidae,rødhodeamadin
9480,Amandava formosa,OR,PASSERIFORMES,Estrildidae,gitterastrild
9481,Amandava subflava,"AF, PAL",PASSERIFORMES,Estrildidae,gulbrystastrild
9482,Amandava amandava,OR,PASSERIFORMES,Estrildidae,tigerastrild
9483,Granatina ianthinogaster,AF,PASSERIFORMES,Estrildidae,purpurastrild
9484,Granatina granatina,AF,PASSERIFORMES,Estrildidae,granatastrild
9485,Uraeginthus angolensis,AF,PASSERIFORMES,Estrildidae,blåastrild
9486,Uraeginthus bengalus,AF,PASSERIFORMES,Estrildidae,rødkinnastrild
9487,Uraeginthus cyanocephalus,AF,PASSERIFORMES,Estrildidae,blåhodeastrild
9488,Spermophaga poliogenys,AF,PASSERIFORMES,Estrildidae,rødbrynjeastrild
9489,Spermophaga haematina,AF,PASSERIFORMES,Estrildidae,blånebbastrild
9490,Spermophaga ruficapilla,AF,PASSERIFORMES,Estrildidae,rødhodeastrild
9491,Pyrenestes minor,AF,PASSERIFORMES,Estrildidae,umbraastrild
9492,Pyrenestes sanguineus,AF,PASSERIFORMES,Estrildidae,karminastrild
9493,Pyrenestes ostrinus,AF,PASSERIFORMES,Estrildidae,svartbukastrild
9494,Pytilia melba,AF,PASSERIFORMES,Estrildidae,grønnvingeastrild
9495,Pytilia afra,AF,PASSERIFORMES,Estrildidae,oransjevingeastrild
9496,Pytilia phoenicoptera,AF,PASSERIFORMES,Estrildidae,auroraastrild
9497,Pytilia lineata,AF,PASSERIFORMES,Estrildidae,stripeastrild
9498,Pytilia hypogrammica,AF,PASSERIFORMES,Estrildidae,rødmaskeastrild
9499,Euschistospiza dybowskii,AF,PASSERIFORMES,Estrildidae,rødryggastrild
9500,Euschistospiza cinereovinacea,AF,PASSERIFORMES,Estrildidae,sotastrild
9501,Hypargos niveoguttatus,AF,PASSERIFORMES,Estrildidae,dråpeastrild
9502,Hypargos margaritatus,AF,PASSERIFORMES,Estrildidae,rosenastrild
9503,Clytospiza monteiri,AF,PASSERIFORMES,Estrildidae,kniplingsastrild
9504,Lagonosticta senegala,AF,PASSERIFORMES,Estrildidae,rødnebbamarant
9505,Lagonosticta rubricata,AF,PASSERIFORMES,Estrildidae,svartnebbamarant
9506,Lagonosticta rhodopareia,AF,PASSERIFORMES,Estrildidae,skarlagenamarant
9507,Lagonosticta virata,AF,PASSERIFORMES,Estrildidae,maliamarant
9508,Lagonosticta sanguinodorsalis,AF,PASSERIFORMES,Estrildidae,steinamarant
9509,Lagonosticta umbrinodorsalis,AF,PASSERIFORMES,Estrildidae,umbraamarant
9510,Lagonosticta rara,AF,PASSERIFORMES,Estrildidae,svartbukamarant
9511,Lagonosticta rufopicta,AF,PASSERIFORMES,Estrildidae,rosenamarant
9512,Lagonosticta nitidula,AF,PASSERIFORMES,Estrildidae,brunamarant
9513,Lagonosticta larvata,AF,PASSERIFORMES,Estrildidae,maskeamarant
9514,Vidua chalybeata,AF,PASSERIFORMES,Viduidae,landsbyenke
9515,Vidua purpurascens,AF,PASSERIFORMES,Viduidae,purpurglansenke
9516,Vidua raricola,AF,PASSERIFORMES,Viduidae,grønnglansenke
9517,Vidua larvaticola,AF,PASSERIFORMES,Viduidae,hausaenke
9518,Vidua funerea,AF,PASSERIFORMES,Viduidae,sørgeenke
9519,Vidua codringtoni,AF,PASSERIFORMES,Viduidae,svartvingeenke
9520,Vidua wilsoni,AF,PASSERIFORMES,Viduidae,savanneenke
9521,Vidua nigeriae,AF,PASSERIFORMES,Viduidae,vaktelastrildenke
9522,Vidua maryae,AF,PASSERIFORMES,Viduidae,josenke
9523,Vidua camerunensis,AF,PASSERIFORMES,Viduidae,guineaenke
9524,Vidua macroura,AF,PASSERIFORMES,Viduidae,dominikanerenke
9525,Vidua hypocherina,AF,PASSERIFORMES,Viduidae,stålenke
9526,Vidua fischeri,AF,PASSERIFORMES,Viduidae,stråhaleenke
9527,Vidua regia,AF,PASSERIFORMES,Viduidae,spydhaleenke
9528,Vidua paradisaea,AF,PASSERIFORMES,Viduidae,paradisenke
9529,Vidua orientalis,AF,PASSERIFORMES,Viduidae,storhaleenke
9530,Vidua interjecta,AF,PASSERIFORMES,Viduidae,langhaleenke
9531,Vidua togoensis,AF,PASSERIFORMES,Viduidae,drageenke
9532,Vidua obtusa,AF,PASSERIFORMES,Viduidae,bredhaleenke
9533,Anomalospiza imberbis,AF,PASSERIFORMES,Viduidae,gjøkvever
9534,Peucedramus taeniatus,"NA, MA",PASSERIFORMES,Peucedramidae,kløfthaleparula
9535,Prunella collaris,PAL,PASSERIFORMES,Prunellidae,alpejernspurv
9536,Prunella himalayana,PAL,PASSERIFORMES,Prunellidae,altaijernspurv
9537,Prunella rubeculoides,OR,PASSERIFORMES,Prunellidae,tibetjernspurv
9538,Prunella strophiata,OR,PASSERIFORMES,Prunellidae,rustbrystjernspurv
9539,Prunella montanella,PAL,PASSERIFORMES,Prunellidae,sibirjernspurv
9540,Prunella fulvescens,PAL,PASSERIFORMES,Prunellidae,hvitbrynjernspurv
9541,Prunella ocularis,PAL,PASSERIFORMES,Prunellidae,einerjernspurv
9542,Prunella atrogularis,PAL,PASSERIFORMES,Prunellidae,svartstrupejernspurv
9543,Prunella koslowi,PAL,PASSERIFORMES,Prunellidae,mongoljernspurv
9544,Prunella modularis,PAL,PASSERIFORMES,Prunellidae,jernspurv
9545,Prunella rubida,PAL,PASSERIFORMES,Prunellidae,japanjernspurv
9546,Prunella immaculata,OR,PASSERIFORMES,Prunellidae,kaneljernspurv
9547,Dendronanthus indicus,PAL,PASSERIFORMES,Motacillidae,skogerle
9548,Motacilla flava,PAL,PASSERIFORMES,Motacillidae,gulerle
9549,Motacilla tschutschensis,"PAL, NA",PASSERIFORMES,Motacillidae,østgulerle
9550,Motacilla citreola,PAL,PASSERIFORMES,Motacillidae,sitronerle
9551,Motacilla capensis,AF,PASSERIFORMES,Motacillidae,askeerle
9552,Motacilla flaviventris,AF,PASSERIFORMES,Motacillidae,gulbukerle
9553,Motacilla bocagii,AF,PASSERIFORMES,Motacillidae,kortstjert
9554,Motacilla cinerea,"PAL, OR",PASSERIFORMES,Motacillidae,vintererle
9555,Motacilla clara,AF,PASSERIFORMES,Motacillidae,bergerle
9556,Motacilla alba,PAL,PASSERIFORMES,Motacillidae,linerle
9557,Motacilla aguimp,AF,PASSERIFORMES,Motacillidae,afrikaerle
9558,Motacilla samveasnae,OR,PASSERIFORMES,Motacillidae,mekongerle
9559,Motacilla grandis,PAL,PASSERIFORMES,Motacillidae,japanerle
9560,Motacilla maderaspatensis,OR,PASSERIFORMES,Motacillidae,skjæreerle
9561,Tmetothylacus tenellus,AF,PASSERIFORMES,Motacillidae,gullpiplerke
9562,Macronyx sharpei,AF,PASSERIFORMES,Motacillidae,kikuyupiplerke
9563,Macronyx flavicollis,AF,PASSERIFORMES,Motacillidae,etiopiapiplerke
9564,Macronyx fuelleborni,AF,PASSERIFORMES,Motacillidae,svovelpiplerke
9565,Macronyx capensis,AF,PASSERIFORMES,Motacillidae,ildpiplerke
9566,Macronyx croceus,AF,PASSERIFORMES,Motacillidae,gulstrupepiplerke
9567,Macronyx aurantiigula,AF,PASSERIFORMES,Motacillidae,tornpiplerke
9568,Macronyx ameliae,AF,PASSERIFORMES,Motacillidae,skarlagenpiplerke
9569,Macronyx grimwoodi,AF,PASSERIFORMES,Motacillidae,angolapiplerke
9570,Anthus richardi,PAL,PASSERIFORMES,Motacillidae,tartarpiplerke
9571,Anthus rufulus,"OR, AU",PASSERIFORMES,Motacillidae,orientpiplerke
9572,Anthus australis,AU,PASSERIFORMES,Motacillidae,Australian Pipit
9573,Anthus novaeseelandiae,AU,PASSERIFORMES,Motacillidae,australpiplerke
9574,Anthus cinnamomeus,AF,PASSERIFORMES,Motacillidae,savannepiplerke
9575,Anthus hoeschi,AF,PASSERIFORMES,Motacillidae,fjellpiplerke
9576,Anthus godlewskii,PAL,PASSERIFORMES,Motacillidae,mongolpiplerke
9577,Anthus campestris,"PAL, AF",PASSERIFORMES,Motacillidae,markpiplerke
9578,Anthus similis,"AF, OR",PASSERIFORMES,Motacillidae,langnebbpiplerke
9579,Anthus nicholsoni,AF,PASSERIFORMES,Motacillidae,Nicholson's Pipit
9580,Anthus nyassae,AF,PASSERIFORMES,Motacillidae,miombopiplerke
9581,Anthus vaalensis,AF,PASSERIFORMES,Motacillidae,slettepiplerke
9582,Anthus leucophrys,AF,PASSERIFORMES,Motacillidae,brannpiplerke
9583,Anthus pallidiventris,AF,PASSERIFORMES,Motacillidae,kongopiplerke
9584,Anthus pratensis,PAL,PASSERIFORMES,Motacillidae,heipiplerke
9585,Anthus trivialis,PAL,PASSERIFORMES,Motacillidae,trepiplerke
9586,Anthus hodgsoni,PAL,PASSERIFORMES,Motacillidae,sibirpiplerke
9587,Anthus gustavi,PAL,PASSERIFORMES,Motacillidae,tundrapiplerke
9588,Anthus roseatus,PAL,PASSERIFORMES,Motacillidae,rosenpiplerke
9589,Anthus cervinus,"PAL, NA",PASSERIFORMES,Motacillidae,lappiplerke
9590,Anthus rubescens,"NA, PAL",PASSERIFORMES,Motacillidae,myrpiplerke
9591,Anthus spinoletta,PAL,PASSERIFORMES,Motacillidae,vannpiplerke
9592,Anthus petrosus,PAL,PASSERIFORMES,Motacillidae,skjærpiplerke
9593,Anthus nilghiriensis,OR,PASSERIFORMES,Motacillidae,nilgiripiplerke
9594,Anthus sylvanus,OR,PASSERIFORMES,Motacillidae,bergpiplerke
9595,Anthus berthelotii,AF,PASSERIFORMES,Motacillidae,kanaripiplerke
9596,Anthus lineiventris,AF,PASSERIFORMES,Motacillidae,stripepiplerke
9597,Anthus crenatus,AF,PASSERIFORMES,Motacillidae,steinpiplerke
9598,Anthus brachyurus,AF,PASSERIFORMES,Motacillidae,korthalepiplerke
9599,Anthus caffer,AF,PASSERIFORMES,Motacillidae,buskpiplerke
9600,Anthus sokokensis,AF,PASSERIFORMES,Motacillidae,sokokepiplerke
9601,Anthus melindae,AF,PASSERIFORMES,Motacillidae,malindipiplerke
9602,Anthus chloris,AF,PASSERIFORMES,Motacillidae,sitronpiplerke
9603,Anthus gutturalis,AU,PASSERIFORMES,Motacillidae,papuapiplerke
9604,Anthus ruficollis,AU,PASSERIFORMES,Motacillidae,madanga
9605,Anthus chii,SA,PASSERIFORMES,Motacillidae,gresspiplerke
9606,Anthus peruvianus,SA,PASSERIFORMES,Motacillidae,perupiplerke
9607,Anthus furcatus,SA,PASSERIFORMES,Motacillidae,punapiplerke
9608,Anthus brevirostris,SA,PASSERIFORMES,Motacillidae,Puna Pipit
9609,Anthus chacoensis,SA,PASSERIFORMES,Motacillidae,chacopiplerke
9610,Anthus correndera,SA,PASSERIFORMES,Motacillidae,correnderapiplerke
9611,Anthus antarcticus,AO,PASSERIFORMES,Motacillidae,sørgeorgiapiplerke
9612,Anthus nattereri,SA,PASSERIFORMES,Motacillidae,okerpiplerke
9613,Anthus hellmayri,SA,PASSERIFORMES,Motacillidae,pampaspiplerke
9614,Anthus bogotensis,SA,PASSERIFORMES,Motacillidae,paramopiplerke
9615,Urocynchramus pylzowi,OR,PASSERIFORMES,Urocynchramidae,vierfink
9616,Fringilla coelebs,PAL,PASSERIFORMES,Fringillidae,bokfink
9617,Fringilla spodiogenys,PAL,PASSERIFORMES,Fringillidae,African Chaffinch
9618,Fringilla moreletti,PAL,PASSERIFORMES,Fringillidae,Azores Chaffinch
9619,Fringilla maderensis,PAL,PASSERIFORMES,Fringillidae,Madeira Chaffinch
9620,Fringilla canariensis,AF,PASSERIFORMES,Fringillidae,Canary Islands Chaffinch
9621,Fringilla teydea,AF,PASSERIFORMES,Fringillidae,tenerifeblåfink
9622,Fringilla polatzeki,AF,PASSERIFORMES,Fringillidae,grancanariablåfink
9623,Fringilla montifringilla,PAL,PASSERIFORMES,Fringillidae,bjørkefink
9624,Mycerobas icterioides,OR,PASSERIFORMES,Fringillidae,pirolkjernebiter
9625,Mycerobas affinis,OR,PASSERIFORMES,Fringillidae,gullkjernebiter
9626,Mycerobas melanozanthos,OR,PASSERIFORMES,Fringillidae,flekkjernebiter
9627,Mycerobas carnipes,PAL,PASSERIFORMES,Fringillidae,einerkjernebiter
9628,Hesperiphona vespertina,"NA, MA",PASSERIFORMES,Fringillidae,gulbrynkjernebiter
9629,Hesperiphona abeillei,MA,PASSERIFORMES,Fringillidae,tåkekjernebiter
9630,Coccothraustes coccothraustes,PAL,PASSERIFORMES,Fringillidae,kjernebiter
9631,Eophona migratoria,PAL,PASSERIFORMES,Fringillidae,orientkjernebiter
9632,Eophona personata,PAL,PASSERIFORMES,Fringillidae,gråkjernebiter
9633,Pinicola enucleator,"PAL, NA",PASSERIFORMES,Fringillidae,konglebit
9634,Pyrrhula nipalensis,OR,PASSERIFORMES,Fringillidae,nymfedompap
9635,Pyrrhula aurantiaca,OR,PASSERIFORMES,Fringillidae,oransjedompap
9636,Pyrrhula erythrocephala,OR,PASSERIFORMES,Fringillidae,rustnakkedompap
9637,Pyrrhula erythaca,OR,PASSERIFORMES,Fringillidae,mandarindompap
9638,Pyrrhula owstoni,OR,PASSERIFORMES,Fringillidae,Taiwan Bullfinch
9639,Pyrrhula leucogenis,OR,PASSERIFORMES,Fringillidae,hvitkinndompap
9640,Pyrrhula pyrrhula,PAL,PASSERIFORMES,Fringillidae,dompap
9641,Pyrrhula murina,AO,PASSERIFORMES,Fringillidae,asordompap
9642,Rhodopechys sanguineus,PAL,PASSERIFORMES,Fringillidae,rosenvingefink
9643,Rhodopechys alienus,AF,PASSERIFORMES,Fringillidae,African Crimson-winged Finch
9644,Bucanetes githagineus,PAL,PASSERIFORMES,Fringillidae,trompeterfink
9645,Bucanetes mongolicus,PAL,PASSERIFORMES,Fringillidae,steinfink
9646,Agraphospiza rubescens,OR,PASSERIFORMES,Fringillidae,rødfink
9647,Callacanthis burtoni,OR,PASSERIFORMES,Fringillidae,sherpafink
9648,Pyrrhoplectes epauletta,OR,PASSERIFORMES,Fringillidae,gullnakkefink
9649,Procarduelis nipalensis,OR,PASSERIFORMES,Fringillidae,magentafink
9650,Leucosticte nemoricola,OR,PASSERIFORMES,Fringillidae,brunfjellfink
9651,Leucosticte brandti,OR,PASSERIFORMES,Fringillidae,sotfjellfink
9652,Leucosticte arctoa,PAL,PASSERIFORMES,Fringillidae,koksfjellfink
9653,Carpodacus erythrinus,PAL,PASSERIFORMES,Fringillidae,rosenfink
9654,Carpodacus sipahi,OR,PASSERIFORMES,Fringillidae,skarlagenfink
9655,Carpodacus rubicilloides,PAL,PASSERIFORMES,Fringillidae,skrentrosenfink
9656,Carpodacus rubicilla,PAL,PASSERIFORMES,Fringillidae,fjellrosenfink
9657,Carpodacus grandis,PAL,PASSERIFORMES,Fringillidae,karakoramrosenfink
9658,Carpodacus rhodochlamys,PAL,PASSERIFORMES,Fringillidae,sinoberfink
9659,Carpodacus pulcherrimus,"OR, PAL",PASSERIFORMES,Fringillidae,ametystfink
9660,Carpodacus davidianus,PAL,PASSERIFORMES,Fringillidae,mandarinrosenfink
9661,Carpodacus waltoni,PAL,PASSERIFORMES,Fringillidae,eosrosenfink
9662,Carpodacus rodochroa,"PAL, OR",PASSERIFORMES,Fringillidae,himalayarosenfink
9663,Carpodacus edwardsii,"PAL, OR",PASSERIFORMES,Fringillidae,brunrosenfink
9664,Carpodacus rodopeplus,"PAL, OR",PASSERIFORMES,Fringillidae,flekkvingerosenfink
9665,Carpodacus verreauxii,PAL,PASSERIFORMES,Fringillidae,yunnanrosenfink
9666,Carpodacus vinaceus,"PAL, OR",PASSERIFORMES,Fringillidae,vinrosenfink
9667,Carpodacus formosanus,OR,PASSERIFORMES,Fringillidae,taiwanrosenfink
9668,Carpodacus synoicus,PAL,PASSERIFORMES,Fringillidae,ørkenrosenfink
9669,Carpodacus stoliczkae,PAL,PASSERIFORMES,Fringillidae,blekrosenfink
9670,Carpodacus roborowskii,PAL,PASSERIFORMES,Fringillidae,gulnebbrosenfink
9671,Carpodacus sillemi,PAL,PASSERIFORMES,Fringillidae,karakoramrosenfink
9672,Carpodacus sibiricus,PAL,PASSERIFORMES,Fringillidae,langhalefink
9673,Carpodacus lepidus,PAL,PASSERIFORMES,Fringillidae,Chinese Long-tailed Rosefinch
9674,Carpodacus roseus,PAL,PASSERIFORMES,Fringillidae,karminfink
9675,Carpodacus trifasciatus,PAL,PASSERIFORMES,Fringillidae,blodrosenfink
9676,Carpodacus thura,"PAL, OR",PASSERIFORMES,Fringillidae,krattrosenfink
9677,Carpodacus dubius,PAL,PASSERIFORMES,Fringillidae,glennerosenfink
9678,Carpodacus puniceus,"PAL, OR",PASSERIFORMES,Fringillidae,rubinfink
9679,Carpodacus subhimachalus,"PAL, OR",PASSERIFORMES,Fringillidae,rododendronfink
9680,Paroreomyza maculata,PO,PASSERIFORMES,Fringillidae,oahuklatrefink
9681,Paroreomyza montana,PO,PASSERIFORMES,Fringillidae,mauiklatrefink
9682,Oreomystis bairdi,PO,PASSERIFORMES,Fringillidae,akikiki
9683,Telespiza cantans,PO,PASSERIFORMES,Fringillidae,laysanfink
9684,Telespiza ultima,PO,PASSERIFORMES,Fringillidae,nihoafink
9685,Loxioides bailleui,PO,PASSERIFORMES,Fringillidae,palila
9686,Drepanis coccinea,PO,PASSERIFORMES,Fringillidae,iiwi
9687,Palmeria dolei,PO,PASSERIFORMES,Fringillidae,karnevalsfink
9688,Himatione sanguinea,PO,PASSERIFORMES,Fringillidae,blodapapane
9689,Hemignathus hanapepe,PO,PASSERIFORMES,Fringillidae,kauainukupuu
9690,Hemignathus affinis,PO,PASSERIFORMES,Fringillidae,mauinukupuu
9691,Hemignathus wilsoni,PO,PASSERIFORMES,Fringillidae,akiapolaau
9692,Pseudonestor xanthophrys,PO,PASSERIFORMES,Fringillidae,papegøyefink
9693,Magumma parva,PO,PASSERIFORMES,Fringillidae,anianiau
9694,Loxops mana,PO,PASSERIFORMES,Fringillidae,hawaiiklatrefink
9695,Loxops caeruleirostris,PO,PASSERIFORMES,Fringillidae,akekee
9696,Loxops coccineus,PO,PASSERIFORMES,Fringillidae,hawaiiakepa
9697,Loxops ochraceus,PO,PASSERIFORMES,Fringillidae,mauiakepa
9698,Chlorodrepanis virens,PO,PASSERIFORMES,Fringillidae,smalnebbamakihi
9699,Chlorodrepanis flava,PO,PASSERIFORMES,Fringillidae,oahuamakihi
9700,Chlorodrepanis stejnegeri,PO,PASSERIFORMES,Fringillidae,tykknebbamakihi
9701,Haemorhous mexicanus,"NA, MA",PASSERIFORMES,Fringillidae,husrosenfink
9702,Chloris chloris,PAL,PASSERIFORMES,Fringillidae,grønnfink
9703,Chloris sinica,"PAL, OR",PASSERIFORMES,Fringillidae,orientfink
9704,Chloris kittlitzi,PAL,PASSERIFORMES,Fringillidae,Bonin Greenfinch
9705,Chloris spinoides,OR,PASSERIFORMES,Fringillidae,himalayafink
9706,Chloris monguilloti,OR,PASSERIFORMES,Fringillidae,vietnamfink
9707,Chloris ambigua,OR,PASSERIFORMES,Fringillidae,yunnanfink
9708,Rhodospiza obsoleta,PAL,PASSERIFORMES,Fringillidae,svartnebbfink
9709,Rhynchostruthus socotranus,AF,PASSERIFORMES,Fringillidae,gullvingefink
9710,Rhynchostruthus percivali,PAL,PASSERIFORMES,Fringillidae,araberfink
9711,Rhynchostruthus louisae,AF,PASSERIFORMES,Fringillidae,somalifink
9712,Linurgus olivaceus,AF,PASSERIFORMES,Fringillidae,pirolfink
9713,Crithagra rufobrunnea,AF,PASSERIFORMES,Fringillidae,korthaleirisk
9714,Crithagra concolor,AF,PASSERIFORMES,Fringillidae,saotomefink
9715,Crithagra citrinelloides,AF,PASSERIFORMES,Fringillidae,olivenirisk
9716,Crithagra frontalis,AF,PASSERIFORMES,Fringillidae,plantasjeirisk
9717,Crithagra hyposticta,AF,PASSERIFORMES,Fringillidae,bananirisk
9718,Crithagra capistrata,AF,PASSERIFORMES,Fringillidae,maskeirisk
9719,Crithagra koliensis,AF,PASSERIFORMES,Fringillidae,papyrusirisk
9720,Crithagra scotops,AF,PASSERIFORMES,Fringillidae,skogirisk
9721,Crithagra leucopygia,AF,PASSERIFORMES,Fringillidae,hvitgumpirisk
9722,Crithagra atrogularis,AF,PASSERIFORMES,Fringillidae,gulgumpirisk
9723,Crithagra xanthopygia,AF,PASSERIFORMES,Fringillidae,hvithakeirisk
9724,Crithagra reichenowi,AF,PASSERIFORMES,Fringillidae,sitrongumpirisk
9725,Crithagra rothschildi,PAL,PASSERIFORMES,Fringillidae,araberirisk
